n {0,0},{0,1} {0,0},{1,0} {0,0},{1,0} {0,0},{1,1} {1,1},{2,1} 
i 22 23 8 9 0 5 
i 23 24 9 26 1 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{1,2} {1,1},{2,0} {2,0},{3,-1} 
i 0 1 8 9 22 44 
i 5 0 7 8 21 43 
i 4 3 0 1 6 20 
i 17 4 5 0 19 41 
i 14 13 2 11 0 6 
i 32 31 12 29 2 0 
i 0 5 4 17 14 32 
i 1 0 3 4 13 31 
i 8 7 0 5 2 12 
i 9 8 1 0 11 29 
i 22 21 6 19 0 2 
i 44 43 20 41 6 0 
i 0 5 6 19 22 46 
i 1 0 7 6 23 47 
i 2 3 0 5 8 24 
i 11 2 1 0 9 25 
i 14 15 4 17 0 8 
i 34 35 16 37 4 0 
i 0 1 2 11 14 34 
i 5 0 3 2 15 35 
i 6 7 0 1 4 16 
i 19 6 5 0 17 37 
i 22 23 8 9 0 4 
i 46 47 24 25 8 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{1,2} {1,1},{2,0} {1,2},{2,3} 
i 0 1 8 9 22 25 
i 5 0 7 8 21 24 
i 4 3 0 1 6 9 
i 17 4 5 0 19 8 
i 14 13 2 11 0 27 
i 37 16 17 4 39 0 
i 0 5 4 17 14 37 
i 1 0 3 4 13 16 
i 8 7 0 5 2 17 
i 9 8 1 0 11 4 
i 22 21 6 19 0 39 
i 25 24 9 8 27 0 
i 0 5 6 19 22 41 
i 1 0 7 6 23 20 
i 2 3 0 5 8 19 
i 11 2 1 0 9 6 
i 14 15 4 17 0 39 
i 29 12 11 2 27 0 
i 0 1 2 11 14 29 
i 5 0 3 2 15 12 
i 6 7 0 1 4 11 
i 19 6 5 0 17 2 
i 22 23 8 9 0 27 
i 41 20 19 6 39 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{1,2} {1,1},{2,0} {1,2},{1,3} 
i 0 1 8 9 22 26 
i 5 0 7 8 21 9 
i 4 3 0 1 6 10 
i 17 4 5 0 19 1 
i 14 13 2 11 0 28 
i 38 17 18 5 40 0 
i 0 5 4 17 14 38 
i 1 0 3 4 13 17 
i 8 7 0 5 2 18 
i 9 8 1 0 11 5 
i 22 21 6 19 0 40 
i 26 9 10 1 28 0 
i 0 5 6 19 22 40 
i 1 0 7 6 23 19 
i 2 3 0 5 8 18 
i 11 2 1 0 9 5 
i 14 15 4 17 0 38 
i 28 11 10 1 26 0 
i 0 1 2 11 14 28 
i 5 0 3 2 15 11 
i 6 7 0 1 4 10 
i 19 6 5 0 17 1 
i 22 23 8 9 0 26 
i 40 19 18 5 38 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{1,2} {0,3},{1,2} {1,1},{2,0} 
i 0 1 8 9 27 22 
i 5 0 7 8 10 21 
i 4 3 0 1 11 6 
i 17 4 5 0 2 19 
i 39 18 19 6 0 41 
i 14 13 2 11 29 0 
i 0 5 4 17 39 14 
i 1 0 3 4 18 13 
i 8 7 0 5 19 2 
i 9 8 1 0 6 11 
i 27 10 11 2 0 29 
i 22 21 6 19 41 0 
i 0 5 6 19 39 22 
i 1 0 7 6 18 23 
i 2 3 0 5 17 8 
i 11 2 1 0 4 9 
i 27 10 9 8 0 25 
i 14 15 4 17 37 0 
i 0 1 2 11 27 14 
i 5 0 3 2 10 15 
i 6 7 0 1 9 4 
i 19 6 5 0 8 17 
i 39 18 17 4 0 37 
i 22 23 8 9 25 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{1,2} {1,1},{2,0} {1,2},{2,1} 
i 0 1 8 9 22 23 
i 5 0 7 8 21 22 
i 4 3 0 1 6 7 
i 17 4 5 0 19 6 
i 14 13 2 11 0 1 
i 15 14 3 2 5 0 
i 0 5 4 17 14 15 
i 1 0 3 4 13 14 
i 8 7 0 5 2 3 
i 9 8 1 0 11 2 
i 22 21 6 19 0 5 
i 23 22 7 6 1 0 
i 0 5 6 19 22 21 
i 1 0 7 6 23 22 
i 2 3 0 5 8 7 
i 11 2 1 0 9 8 
i 14 15 4 17 0 5 
i 13 14 3 4 1 0 
i 0 1 2 11 14 13 
i 5 0 3 2 15 14 
i 6 7 0 1 4 3 
i 19 6 5 0 17 4 
i 22 23 8 9 0 1 
i 21 22 7 8 5 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{0,2} {1,1},{2,0} {2,0},{3,1} 
i 0 1 8 10 22 46 
i 5 0 7 1 21 45 
i 4 3 0 2 6 22 
i 18 5 6 0 20 44 
i 14 13 2 12 0 8 
i 34 33 14 32 4 0 
i 0 5 4 18 14 34 
i 1 0 3 5 13 33 
i 8 7 0 6 2 14 
i 10 1 2 0 12 32 
i 22 21 6 20 0 4 
i 46 45 22 44 8 0 
i 0 5 6 18 22 44 
i 1 0 7 5 23 45 
i 2 3 0 4 8 22 
i 10 1 8 0 24 46 
i 14 15 4 16 0 6 
i 32 33 14 34 2 0 
i 0 1 2 10 14 32 
i 5 0 3 1 15 33 
i 6 7 0 8 4 14 
i 18 5 4 0 16 34 
i 22 23 8 24 0 2 
i 44 45 22 46 6 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{0,2} {1,1},{2,0} {2,0},{2,1} 
i 0 1 8 10 22 23 
i 5 0 7 1 21 22 
i 4 3 0 2 6 7 
i 18 5 6 0 20 21 
i 14 13 2 12 0 1 
i 15 14 3 13 5 0 
i 0 5 4 18 14 15 
i 1 0 3 5 13 14 
i 8 7 0 6 2 3 
i 10 1 2 0 12 13 
i 22 21 6 20 0 5 
i 23 22 7 21 1 0 
i 0 5 6 18 22 21 
i 1 0 7 5 23 22 
i 2 3 0 4 8 7 
i 10 1 8 0 24 23 
i 14 15 4 16 0 5 
i 13 14 3 15 1 0 
i 0 1 2 10 14 13 
i 5 0 3 1 15 14 
i 6 7 0 8 4 3 
i 18 5 4 0 16 15 
i 22 23 8 24 0 1 
i 21 22 7 23 5 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{0,2} {1,-1},{2,0} {1,1},{2,0} 
i 0 1 8 10 6 22 
i 5 0 7 1 19 21 
i 4 3 0 2 18 6 
i 18 5 6 0 40 20 
i 2 11 10 28 0 8 
i 14 13 2 12 4 0 
i 0 5 4 18 2 14 
i 1 0 3 5 11 13 
i 8 7 0 6 10 2 
i 10 1 2 0 28 12 
i 6 19 18 40 0 4 
i 22 21 6 20 8 0 
i 0 5 6 18 8 22 
i 1 0 7 5 9 23 
i 2 3 0 4 10 8 
i 10 1 8 0 26 24 
i 4 17 18 38 0 6 
i 14 15 4 16 2 0 
i 0 1 2 10 4 14 
i 5 0 3 1 17 15 
i 6 7 0 8 18 4 
i 18 5 4 0 38 16 
i 8 9 10 26 0 2 
i 22 23 8 24 6 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{0,2} {1,1},{2,0} {2,-1},{2,0} 
i 0 1 8 10 22 21 
i 5 0 7 1 21 20 
i 4 3 0 2 6 19 
i 18 5 6 0 20 41 
i 14 13 2 12 0 5 
i 13 12 11 29 1 0 
i 0 5 4 18 14 13 
i 1 0 3 5 13 12 
i 8 7 0 6 2 11 
i 10 1 2 0 12 29 
i 22 21 6 20 0 1 
i 21 20 19 41 5 0 
i 0 5 6 18 22 23 
i 1 0 7 5 23 24 
i 2 3 0 4 8 9 
i 10 1 8 0 24 25 
i 14 15 4 16 0 1 
i 15 16 17 37 5 0 
i 0 1 2 10 14 15 
i 5 0 3 1 15 16 
i 6 7 0 8 4 17 
i 18 5 4 0 16 37 
i 22 23 8 24 0 5 
i 23 24 9 25 1 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{0,2} {1,1},{2,0} {2,0},{3,-1} 
i 0 1 8 10 22 44 
i 5 0 7 1 21 43 
i 4 3 0 2 6 20 
i 18 5 6 0 20 42 
i 14 13 2 12 0 6 
i 32 31 12 30 2 0 
i 0 5 4 18 14 32 
i 1 0 3 5 13 31 
i 8 7 0 6 2 12 
i 10 1 2 0 12 30 
i 22 21 6 20 0 2 
i 44 43 20 42 6 0 
i 0 5 6 18 22 46 
i 1 0 7 5 23 47 
i 2 3 0 4 8 24 
i 10 1 8 0 24 48 
i 14 15 4 16 0 8 
i 34 35 16 36 4 0 
i 0 1 2 10 14 34 
i 5 0 3 1 15 35 
i 6 7 0 8 4 16 
i 18 5 4 0 16 36 
i 22 23 8 24 0 4 
i 46 47 24 48 8 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{0,2} {0,2},{1,3} {1,1},{2,0} 
i 0 1 8 10 26 22 
i 5 0 7 1 9 21 
i 4 3 0 2 10 6 
i 18 5 6 0 8 20 
i 38 17 18 4 0 40 
i 14 13 2 12 28 0 
i 0 5 4 18 38 14 
i 1 0 3 5 17 13 
i 8 7 0 6 18 2 
i 10 1 2 0 4 12 
i 26 9 10 8 0 28 
i 22 21 6 20 40 0 
i 0 5 6 18 40 22 
i 1 0 7 5 19 23 
i 2 3 0 4 18 8 
i 10 1 8 0 6 24 
i 28 11 10 2 0 26 
i 14 15 4 16 38 0 
i 0 1 2 10 28 14 
i 5 0 3 1 11 15 
i 6 7 0 8 10 4 
i 18 5 4 0 2 16 
i 40 19 18 6 0 38 
i 22 23 8 24 26 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{0,2} {0,2},{0,3} {1,1},{2,0} 
i 0 1 8 10 27 22 
i 5 0 7 1 10 21 
i 4 3 0 2 11 6 
i 18 5 6 0 1 20 
i 39 18 19 5 0 41 
i 14 13 2 12 29 0 
i 0 5 4 18 39 14 
i 1 0 3 5 18 13 
i 8 7 0 6 19 2 
i 10 1 2 0 5 12 
i 27 10 11 1 0 29 
i 22 21 6 20 41 0 
i 0 5 6 18 39 22 
i 1 0 7 5 18 23 
i 2 3 0 4 17 8 
i 10 1 8 0 5 24 
i 27 10 9 1 0 25 
i 14 15 4 16 37 0 
i 0 1 2 10 27 14 
i 5 0 3 1 10 15 
i 6 7 0 8 9 4 
i 18 5 4 0 1 16 
i 39 18 17 5 0 37 
i 22 23 8 24 25 0 
n {-1,3},{0,2} {0,0},{0,1} {0,0},{1,1} {0,1},{0,2} {1,1},{2,0} 
i 0 6 40 19 20 42 
i 2 0 18 5 6 20 
i 28 10 0 1 8 22 
i 11 1 5 0 7 21 
i 12 2 4 3 0 6 
i 30 12 14 13 2 0 
i 0 2 28 11 12 30 
i 6 0 10 1 2 12 
i 40 18 0 5 4 14 
i 19 5 1 0 3 13 
i 20 6 8 7 0 2 
i 42 20 22 21 6 0 
i 0 8 26 9 24 48 
i 4 0 10 1 8 24 
i 38 18 0 5 6 22 
i 17 5 1 0 7 23 
i 16 4 2 3 0 8 
i 36 16 14 15 4 0 
i 0 4 38 17 16 36 
i 8 0 18 5 4 16 
i 26 10 0 1 2 14 
i 9 1 5 0 3 15 
i 24 8 6 7 0 4 
i 48 24 22 23 8 0 
n {-1,1},{0,2} {0,0},{0,1} {0,0},{1,1} {0,1},{0,2} {1,1},{2,0} 
i 0 8 6 7 22 44 
i 4 0 18 5 6 20 
i 2 10 0 1 8 22 
i 3 1 5 0 7 21 
i 14 2 4 3 0 6 
i 32 12 14 13 2 0 
i 0 4 2 3 14 32 
i 8 0 10 1 2 12 
i 6 18 0 5 4 14 
i 7 5 1 0 3 13 
i 22 6 8 7 0 2 
i 44 20 22 21 6 0 
i 0 6 8 7 22 46 
i 2 0 10 1 8 24 
i 4 18 0 5 6 22 
i 3 5 1 0 7 23 
i 14 4 2 3 0 8 
i 34 16 14 15 4 0 
i 0 2 4 3 14 34 
i 6 0 18 5 4 16 
i 8 10 0 1 2 14 
i 7 1 5 0 3 15 
i 22 8 6 7 0 4 
i 46 24 22 23 8 0 
n {-1,2},{0,1} {0,0},{0,1} {0,0},{1,1} {1,1},{2,0} {2,0},{3,1} 
i 0 6 19 21 43 75 
i 2 0 5 7 21 45 
i 11 1 0 8 22 46 
i 13 3 4 0 6 22 
i 31 13 14 2 0 8 
i 59 33 34 14 4 0 
i 0 2 11 13 31 59 
i 6 0 1 3 13 33 
i 19 5 0 4 14 34 
i 21 7 8 0 2 14 
i 43 21 22 6 0 4 
i 75 45 46 22 8 0 
i 0 8 9 23 47 77 
i 4 0 1 7 23 45 
i 17 5 0 6 22 44 
i 15 3 2 0 8 22 
i 35 15 14 4 0 6 
i 61 33 32 14 2 0 
i 0 4 17 15 35 61 
i 8 0 5 3 15 33 
i 9 1 0 2 14 32 
i 23 7 6 0 4 14 
i 47 23 22 8 0 2 
i 77 45 44 22 6 0 
n {-1,2},{0,1} {0,0},{0,1} {0,0},{1,1} {1,1},{2,0} {2,0},{2,1} 
i 0 6 19 21 43 44 
i 2 0 5 7 21 22 
i 11 1 0 8 22 23 
i 13 3 4 0 6 7 
i 31 13 14 2 0 1 
i 32 14 15 3 5 0 
i 0 2 11 13 31 32 
i 6 0 1 3 13 14 
i 19 5 0 4 14 15 
i 21 7 8 0 2 3 
i 43 21 22 6 0 5 
i 44 22 23 7 1 0 
i 0 8 9 23 47 46 
i 4 0 1 7 23 22 
i 17 5 0 6 22 21 
i 15 3 2 0 8 7 
i 35 15 14 4 0 5 
i 34 14 13 3 1 0 
i 0 4 17 15 35 34 
i 8 0 5 3 15 14 
i 9 1 0 2 14 13 
i 23 7 6 0 4 3 
i 47 23 22 8 0 1 
i 46 22 21 7 5 0 
n {-1,2},{0,1} {0,0},{0,1} {0,0},{1,1} {1,-1},{2,0} {1,1},{2,0} 
i 0 6 19 21 41 43 
i 2 0 5 7 19 21 
i 11 1 0 8 6 22 
i 13 3 4 0 18 6 
i 29 11 2 10 0 8 
i 31 13 14 2 4 0 
i 0 2 11 13 29 31 
i 6 0 1 3 11 13 
i 19 5 0 4 2 14 
i 21 7 8 0 10 2 
i 41 19 6 18 0 4 
i 43 21 22 6 8 0 
i 0 8 9 23 25 47 
i 4 0 1 7 9 23 
i 17 5 0 6 8 22 
i 15 3 2 0 10 8 
i 37 17 4 18 0 6 
i 35 15 14 4 2 0 
i 0 4 17 15 37 35 
i 8 0 5 3 17 15 
i 9 1 0 2 4 14 
i 23 7 6 0 18 4 
i 25 9 8 10 0 2 
i 47 23 22 8 6 0 
n {-1,2},{0,1} {0,0},{0,1} {0,0},{1,1} {1,1},{2,0} {2,-1},{2,0} 
i 0 6 19 21 43 42 
i 2 0 5 7 21 20 
i 11 1 0 8 22 21 
i 13 3 4 0 6 19 
i 31 13 14 2 0 5 
i 30 12 13 11 1 0 
i 0 2 11 13 31 30 
i 6 0 1 3 13 12 
i 19 5 0 4 14 13 
i 21 7 8 0 2 11 
i 43 21 22 6 0 1 
i 42 20 21 19 5 0 
i 0 8 9 23 47 48 
i 4 0 1 7 23 24 
i 17 5 0 6 22 23 
i 15 3 2 0 8 9 
i 35 15 14 4 0 1 
i 36 16 15 17 5 0 
i 0 4 17 15 35 36 
i 8 0 5 3 15 16 
i 9 1 0 2 14 15 
i 23 7 6 0 4 17 
i 47 23 22 8 0 5 
i 48 24 23 9 1 0 
n {-1,2},{0,1} {0,0},{0,1} {0,0},{1,1} {1,1},{2,0} {2,0},{3,-1} 
i 0 6 19 21 43 73 
i 2 0 5 7 21 43 
i 11 1 0 8 22 44 
i 13 3 4 0 6 20 
i 31 13 14 2 0 6 
i 57 31 32 12 2 0 
i 0 2 11 13 31 57 
i 6 0 1 3 13 31 
i 19 5 0 4 14 32 
i 21 7 8 0 2 12 
i 43 21 22 6 0 2 
i 73 43 44 20 6 0 
i 0 8 9 23 47 79 
i 4 0 1 7 23 47 
i 17 5 0 6 22 46 
i 15 3 2 0 8 24 
i 35 15 14 4 0 8 
i 63 35 34 16 4 0 
i 0 4 17 15 35 63 
i 8 0 5 3 15 35 
i 9 1 0 2 14 34 
i 23 7 6 0 4 16 
i 47 23 22 8 0 4 
i 79 47 46 24 8 0 
n {-1,2},{0,1} {-1,2},{0,3} {0,0},{0,1} {0,0},{1,1} {1,1},{2,0} 
i 0 6 8 19 21 43 
i 2 0 10 5 7 21 
i 4 18 0 39 19 41 
i 11 1 27 0 8 22 
i 13 3 11 4 0 6 
i 31 13 29 14 2 0 
i 0 2 4 11 13 31 
i 6 0 18 1 3 13 
i 8 10 0 27 11 29 
i 19 5 39 0 4 14 
i 21 7 19 8 0 2 
i 43 21 41 22 6 0 
i 0 8 6 9 23 47 
i 4 0 18 1 7 23 
i 2 10 0 27 9 25 
i 17 5 39 0 6 22 
i 15 3 17 2 0 8 
i 35 15 37 14 4 0 
i 0 4 2 17 15 35 
i 8 0 10 5 3 15 
i 6 18 0 39 17 37 
i 9 1 27 0 2 14 
i 23 7 9 6 0 4 
i 47 23 25 22 8 0 
n {-1,2},{-1,3} {-1,2},{0,1} {0,0},{0,1} {0,0},{1,1} {1,1},{2,0} 
i 0 1 6 19 21 43 
i 5 0 19 40 20 42 
i 2 11 0 5 7 21 
i 11 28 1 0 8 22 
i 13 12 3 4 0 6 
i 31 30 13 14 2 0 
i 0 5 2 11 13 31 
i 1 0 11 28 12 30 
i 6 19 0 1 3 13 
i 19 40 5 0 4 14 
i 21 20 7 8 0 2 
i 43 42 21 22 6 0 
i 0 5 8 9 23 47 
i 1 0 9 26 24 48 
i 4 17 0 1 7 23 
i 17 38 5 0 6 22 
i 15 16 3 2 0 8 
i 35 36 15 14 4 0 
i 0 1 4 17 15 35 
i 5 0 17 38 16 36 
i 8 9 0 5 3 15 
i 9 26 1 0 2 14 
i 23 24 7 6 0 4 
i 47 48 23 22 8 0 
n {-2,3},{-1,2} {-1,2},{0,1} {0,0},{0,1} {0,0},{1,1} {1,1},{2,0} 
i 0 6 20 41 43 73 
i 2 0 6 19 21 43 
i 12 2 0 5 7 21 
i 29 11 1 0 8 22 
i 31 13 3 4 0 6 
i 57 31 13 14 2 0 
i 0 2 12 29 31 57 
i 6 0 2 11 13 31 
i 20 6 0 1 3 13 
i 41 19 5 0 4 14 
i 43 21 7 8 0 2 
i 73 43 21 22 6 0 
i 0 8 24 25 47 79 
i 4 0 8 9 23 47 
i 16 4 0 1 7 23 
i 37 17 5 0 6 22 
i 35 15 3 2 0 8 
i 63 35 15 14 4 0 
i 0 4 16 37 35 63 
i 8 0 4 17 15 35 
i 24 8 0 5 3 15 
i 25 9 1 0 2 14 
i 47 23 7 6 0 4 
i 79 47 23 22 8 0 
n {-2,1},{-1,2} {-1,2},{0,1} {0,0},{0,1} {0,0},{1,1} {1,1},{2,0} 
i 0 8 22 21 45 75 
i 4 0 6 19 21 43 
i 14 2 0 5 7 21 
i 13 11 1 0 8 22 
i 33 13 3 4 0 6 
i 59 31 13 14 2 0 
i 0 4 14 13 33 59 
i 8 0 2 11 13 31 
i 22 6 0 1 3 13 
i 21 19 5 0 4 14 
i 45 21 7 8 0 2 
i 75 43 21 22 6 0 
i 0 6 22 23 45 77 
i 2 0 8 9 23 47 
i 14 4 0 1 7 23 
i 15 17 5 0 6 22 
i 33 15 3 2 0 8 
i 61 35 15 14 4 0 
i 0 2 14 15 33 61 
i 6 0 4 17 15 35 
i 22 8 0 5 3 15 
i 23 9 1 0 2 14 
i 45 23 7 6 0 4 
i 77 47 23 22 8 0 
n {-1,0},{0,1} {0,0},{0,1} {0,0},{1,1} {1,1},{2,0} {2,0},{3,1} 
i 0 8 7 23 45 77 
i 4 0 5 7 21 45 
i 3 1 0 8 22 46 
i 15 3 4 0 6 22 
i 33 13 14 2 0 8 
i 61 33 34 14 4 0 
i 0 4 3 15 33 61 
i 8 0 1 3 13 33 
i 7 5 0 4 14 34 
i 23 7 8 0 2 14 
i 45 21 22 6 0 4 
i 77 45 46 22 8 0 
i 0 6 7 21 45 75 
i 2 0 1 7 23 45 
i 3 5 0 6 22 44 
i 13 3 2 0 8 22 
i 33 15 14 4 0 6 
i 59 33 32 14 2 0 
i 0 2 3 13 33 59 
i 6 0 5 3 15 33 
i 7 1 0 2 14 32 
i 21 7 6 0 4 14 
i 45 23 22 8 0 2 
i 75 45 44 22 6 0 
n {-1,0},{0,1} {0,0},{0,1} {0,0},{1,1} {1,1},{2,0} {2,0},{2,1} 
i 0 8 7 23 45 46 
i 4 0 5 7 21 22 
i 3 1 0 8 22 23 
i 15 3 4 0 6 7 
i 33 13 14 2 0 1 
i 34 14 15 3 5 0 
i 0 4 3 15 33 34 
i 8 0 1 3 13 14 
i 7 5 0 4 14 15 
i 23 7 8 0 2 3 
i 45 21 22 6 0 5 
i 46 22 23 7 1 0 
i 0 6 7 21 45 44 
i 2 0 1 7 23 22 
i 3 5 0 6 22 21 
i 13 3 2 0 8 7 
i 33 15 14 4 0 5 
i 32 14 13 3 1 0 
i 0 2 3 13 33 32 
i 6 0 5 3 15 14 
i 7 1 0 2 14 13 
i 21 7 6 0 4 3 
i 45 23 22 8 0 1 
i 44 22 21 7 5 0 
n {-1,0},{0,1} {0,0},{0,1} {0,0},{1,1} {1,-1},{2,0} {1,1},{2,0} 
i 0 8 7 23 21 45 
i 4 0 5 7 19 21 
i 3 1 0 8 6 22 
i 15 3 4 0 18 6 
i 13 11 2 10 0 8 
i 33 13 14 2 4 0 
i 0 4 3 15 13 33 
i 8 0 1 3 11 13 
i 7 5 0 4 2 14 
i 23 7 8 0 10 2 
i 21 19 6 18 0 4 
i 45 21 22 6 8 0 
i 0 6 7 21 23 45 
i 2 0 1 7 9 23 
i 3 5 0 6 8 22 
i 13 3 2 0 10 8 
i 15 17 4 18 0 6 
i 33 15 14 4 2 0 
i 0 2 3 13 15 33 
i 6 0 5 3 17 15 
i 7 1 0 2 4 14 
i 21 7 6 0 18 4 
i 23 9 8 10 0 2 
i 45 23 22 8 6 0 
n {-1,0},{0,1} {0,0},{0,1} {0,0},{1,1} {1,1},{2,0} {2,-1},{2,0} 
i 0 8 7 23 45 44 
i 4 0 5 7 21 20 
i 3 1 0 8 22 21 
i 15 3 4 0 6 19 
i 33 13 14 2 0 5 
i 32 12 13 11 1 0 
i 0 4 3 15 33 32 
i 8 0 1 3 13 12 
i 7 5 0 4 14 13 
i 23 7 8 0 2 11 
i 45 21 22 6 0 1 
i 44 20 21 19 5 0 
i 0 6 7 21 45 46 
i 2 0 1 7 23 24 
i 3 5 0 6 22 23 
i 13 3 2 0 8 9 
i 33 15 14 4 0 1 
i 34 16 15 17 5 0 
i 0 2 3 13 33 34 
i 6 0 5 3 15 16 
i 7 1 0 2 14 15 
i 21 7 6 0 4 17 
i 45 23 22 8 0 5 
i 46 24 23 9 1 0 
n {-1,0},{0,1} {0,0},{0,1} {0,0},{1,1} {1,1},{2,0} {2,0},{3,-1} 
i 0 8 7 23 45 75 
i 4 0 5 7 21 43 
i 3 1 0 8 22 44 
i 15 3 4 0 6 20 
i 33 13 14 2 0 6 
i 59 31 32 12 2 0 
i 0 4 3 15 33 59 
i 8 0 1 3 13 31 
i 7 5 0 4 14 32 
i 23 7 8 0 2 12 
i 45 21 22 6 0 2 
i 75 43 44 20 6 0 
i 0 6 7 21 45 77 
i 2 0 1 7 23 47 
i 3 5 0 6 22 46 
i 13 3 2 0 8 24 
i 33 15 14 4 0 8 
i 61 35 34 16 4 0 
i 0 2 3 13 33 61 
i 6 0 5 3 15 35 
i 7 1 0 2 14 34 
i 21 7 6 0 4 16 
i 45 23 22 8 0 4 
i 77 47 46 24 8 0 
n {-2,1},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,1} {1,1},{2,0} 
i 0 6 22 21 45 75 
i 2 0 8 7 23 45 
i 14 4 0 5 7 21 
i 13 3 1 0 8 22 
i 33 15 3 4 0 6 
i 59 33 13 14 2 0 
i 0 8 22 23 45 77 
i 4 0 6 7 21 45 
i 14 2 0 1 7 23 
i 15 3 5 0 6 22 
i 33 13 3 2 0 8 
i 61 33 15 14 4 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{1,0} {1,1},{2,0} {2,0},{3,1} 
i 0 1 8 7 22 46 
i 5 0 7 6 21 45 
i 4 3 0 5 6 22 
i 3 2 1 0 7 23 
i 14 13 2 3 0 8 
i 34 33 14 15 4 0 
i 0 5 4 3 14 34 
i 1 0 3 2 13 33 
i 8 7 0 1 2 14 
i 7 6 5 0 3 15 
i 22 21 6 7 0 4 
i 46 45 22 23 8 0 
i 0 5 6 7 22 44 
i 1 0 7 8 23 45 
i 2 3 0 1 8 22 
i 3 4 5 0 7 21 
i 14 15 4 3 0 6 
i 32 33 14 13 2 0 
i 0 1 2 3 14 32 
i 5 0 3 4 15 33 
i 6 7 0 5 4 14 
i 7 8 1 0 3 13 
i 22 23 8 7 0 2 
i 44 45 22 21 6 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{1,0} {1,1},{2,0} {2,0},{2,1} 
i 0 1 8 7 22 23 
i 5 0 7 6 21 22 
i 4 3 0 5 6 7 
i 3 2 1 0 7 8 
i 14 13 2 3 0 1 
i 15 14 3 4 5 0 
i 0 5 4 3 14 15 
i 1 0 3 2 13 14 
i 8 7 0 1 2 3 
i 7 6 5 0 3 4 
i 22 21 6 7 0 5 
i 23 22 7 8 1 0 
i 0 5 6 7 22 21 
i 1 0 7 8 23 22 
i 2 3 0 1 8 7 
i 3 4 5 0 7 6 
i 14 15 4 3 0 5 
i 13 14 3 2 1 0 
i 0 1 2 3 14 13 
i 5 0 3 4 15 14 
i 6 7 0 5 4 3 
i 7 8 1 0 3 2 
i 22 23 8 7 0 1 
i 21 22 7 6 5 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{1,0} {1,-1},{2,0} {1,1},{2,0} 
i 0 1 8 7 6 22 
i 5 0 7 6 19 21 
i 4 3 0 5 18 6 
i 3 2 1 0 5 7 
i 2 11 10 1 0 8 
i 14 13 2 3 4 0 
i 0 5 4 3 2 14 
i 1 0 3 2 11 13 
i 8 7 0 1 10 2 
i 7 6 5 0 1 3 
i 6 19 18 5 0 4 
i 22 21 6 7 8 0 
i 0 5 6 7 8 22 
i 1 0 7 8 9 23 
i 2 3 0 1 10 8 
i 3 4 5 0 1 7 
i 4 17 18 5 0 6 
i 14 15 4 3 2 0 
i 0 1 2 3 4 14 
i 5 0 3 4 17 15 
i 6 7 0 5 18 4 
i 7 8 1 0 5 3 
i 8 9 10 1 0 2 
i 22 23 8 7 6 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{1,0} {1,1},{2,0} {2,-1},{2,0} 
i 0 1 8 7 22 21 
i 5 0 7 6 21 20 
i 4 3 0 5 6 19 
i 3 2 1 0 7 6 
i 14 13 2 3 0 5 
i 13 12 11 2 1 0 
i 0 5 4 3 14 13 
i 1 0 3 2 13 12 
i 8 7 0 1 2 11 
i 7 6 5 0 3 2 
i 22 21 6 7 0 1 
i 21 20 19 6 5 0 
i 0 5 6 7 22 23 
i 1 0 7 8 23 24 
i 2 3 0 1 8 9 
i 3 4 5 0 7 8 
i 14 15 4 3 0 1 
i 15 16 17 4 5 0 
i 0 1 2 3 14 15 
i 5 0 3 4 15 16 
i 6 7 0 5 4 17 
i 7 8 1 0 3 4 
i 22 23 8 7 0 5 
i 23 24 9 8 1 0 
n {0,0},{0,1} {0,0},{1,1} {0,1},{1,0} {1,1},{2,0} {2,0},{3,-1} 
i 0 1 8 7 22 44 
i 5 0 7 6 21 43 
i 4 3 0 5 6 20 
i 3 2 1 0 7 21 
i 14 13 2 3 0 6 
i 32 31 12 13 2 0 
i 0 5 4 3 14 32 
i 1 0 3 2 13 31 
i 8 7 0 1 2 12 
i 7 6 5 0 3 13 
i 22 21 6 7 0 2 
i 44 43 20 21 6 0 
i 0 5 6 7 22 46 
i 1 0 7 8 23 47 
i 2 3 0 1 8 24 
i 3 4 5 0 7 23 
i 14 15 4 3 0 8 
i 34 35 16 15 4 0 
i 0 1 2 3 14 34 
i 5 0 3 4 15 35 
i 6 7 0 5 4 16 
i 7 8 1 0 3 15 
i 22 23 8 7 0 4 
i 46 47 24 23 8 0 
